model,eval,rung,train,method,family,prr_mean,prr_std,n_seeds,degenerate_seeds,source,method_cells,complete_grid
google/gemma-2-9b,cnn_dailymail,LOO-long,pubmed_qa:257+xsum:257+med_quad:257+samsum:257+expertqa:257+asqa:257+factscore:257,uniform,this project,0.1197,0.0339,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,LOO-long,pubmed_qa:257+xsum:257+med_quad:257+samsum:257+expertqa:257+asqa:257+factscore:257,attention,this project,0.1762,0.0217,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,LOO-long,pubmed_qa:257+xsum:257+med_quad:257+samsum:257+expertqa:257+asqa:257+factscore:257,wmsp_norm,this project,0.103,0.0123,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,LOO-long,pubmed_qa:257+xsum:257+med_quad:257+samsum:257+expertqa:257+asqa:257+factscore:257,wmsp_shrink1_5,this project,0.1734,0.032,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,LOO-long,pubmed_qa:257+xsum:257+med_quad:257+samsum:257+expertqa:257+asqa:257+factscore:257,wmsp_shrink2,this project,0.1753,0.0195,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,LOO-long,pubmed_qa:257+xsum:257+med_quad:257+samsum:257+expertqa:257+asqa:257+factscore:257,VERDICT:bestw_vs_fairfloor,verdict,0.0911,,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,LOO-long,pubmed_qa:257+xsum:257+med_quad:257+samsum:257+expertqa:257+asqa:257+factscore:257,VERDICT:bestw_vs_bestpooler,verdict,-0.0347,,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,LOO-long,pubmed_qa:257+xsum:257+med_quad:257+samsum:257+expertqa:257+asqa:257+factscore:257,VERDICT:attention_vs_fairfloor,verdict,0.1258,,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,ID,med_quad:1260,floor_sum,reference baseline,0.0433,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,ID,med_quad:1260,floor_ppl,reference baseline,0.1116,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,ID,med_quad:1260,floor_min,reference baseline,0.0289,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,ID,med_quad:1260,fair_floor,reference baseline,0.0289,0.0,0,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,ID,med_quad:1260,saplma,reference baseline,0.4561,0.0088,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,ID,med_quad:1260,uniform,this project,0.3988,0.0134,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,ID,med_quad:1260,attention,this project,0.4006,0.0132,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,ID,med_quad:1260,wmsp_norm,this project,0.4034,0.0152,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,ID,med_quad:1260,wmsp_shrink1_5,this project,0.5021,0.013,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,ID,med_quad:1260,wmsp_shrink2,this project,0.5028,0.015,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,ID,med_quad:1260,VERDICT:bestw_vs_fairfloor,verdict,0.4924,,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,ID,med_quad:1260,VERDICT:bestw_vs_bestpooler,verdict,0.1139,,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,ID,med_quad:1260,VERDICT:attention_vs_fairfloor,verdict,0.3785,,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,SameTask-long,pubmed_qa:900+asqa:900,floor_sum,reference baseline,0.0433,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,SameTask-long,pubmed_qa:900+asqa:900,floor_ppl,reference baseline,0.1116,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,SameTask-long,pubmed_qa:900+asqa:900,floor_min,reference baseline,0.0289,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,SameTask-long,pubmed_qa:900+asqa:900,fair_floor,reference baseline,0.0289,0.0,0,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,SameTask-long,pubmed_qa:900+asqa:900,saplma,reference baseline,0.2111,0.0146,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,SameTask-long,pubmed_qa:900+asqa:900,uniform,this project,0.1886,0.0112,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,SameTask-long,pubmed_qa:900+asqa:900,attention,this project,0.1711,0.0239,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,SameTask-long,pubmed_qa:900+asqa:900,wmsp_norm,this project,0.036,0.0152,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,SameTask-long,pubmed_qa:900+asqa:900,wmsp_shrink1_5,this project,0.1077,0.0419,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,SameTask-long,pubmed_qa:900+asqa:900,wmsp_shrink2,this project,0.0785,0.0528,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,SameTask-long,pubmed_qa:900+asqa:900,VERDICT:bestw_vs_fairfloor,verdict,0.0789,,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,SameTask-long,pubmed_qa:900+asqa:900,VERDICT:bestw_vs_bestpooler,verdict,-0.0926,,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,SameTask-long,pubmed_qa:900+asqa:900,VERDICT:attention_vs_fairfloor,verdict,0.1542,,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,floor_sum,reference baseline,0.0433,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,floor_ppl,reference baseline,0.1116,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,floor_min,reference baseline,0.0289,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,fair_floor,reference baseline,0.0289,0.0,0,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,saplma,reference baseline,0.289,0.0107,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,uniform,this project,0.2102,0.0374,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,attention,this project,0.1696,0.0723,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,wmsp_norm,this project,0.0742,0.039,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,wmsp_shrink1_5,this project,0.3315,0.0635,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,wmsp_shrink2,this project,0.3376,0.0499,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,VERDICT:bestw_vs_fairfloor,verdict,0.3751,,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,VERDICT:bestw_vs_bestpooler,verdict,0.1375,,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,VERDICT:attention_vs_fairfloor,verdict,0.1739,,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+samsum:257+expertqa:257+asqa:257+factscore:257,floor_sum,reference baseline,0.0433,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+samsum:257+expertqa:257+asqa:257+factscore:257,floor_ppl,reference baseline,0.1116,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+samsum:257+expertqa:257+asqa:257+factscore:257,floor_min,reference baseline,0.0289,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+samsum:257+expertqa:257+asqa:257+factscore:257,fair_floor,reference baseline,0.0289,0.0,0,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+samsum:257+expertqa:257+asqa:257+factscore:257,saplma,reference baseline,0.2641,0.0016,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+samsum:257+expertqa:257+asqa:257+factscore:257,uniform,this project,0.173,0.0544,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+samsum:257+expertqa:257+asqa:257+factscore:257,attention,this project,0.2077,0.0603,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+samsum:257+expertqa:257+asqa:257+factscore:257,wmsp_norm,this project,0.1089,0.0369,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+samsum:257+expertqa:257+asqa:257+factscore:257,wmsp_shrink1_5,this project,0.1214,0.0085,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+samsum:257+expertqa:257+asqa:257+factscore:257,wmsp_shrink2,this project,0.1501,0.0307,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+samsum:257+expertqa:257+asqa:257+factscore:257,VERDICT:bestw_vs_fairfloor,verdict,0.1779,,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+samsum:257+expertqa:257+asqa:257+factscore:257,VERDICT:bestw_vs_bestpooler,verdict,-0.0703,,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+samsum:257+expertqa:257+asqa:257+factscore:257,VERDICT:attention_vs_fairfloor,verdict,0.2482,,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,1ds-Diff-long,xsum:1800,floor_sum,reference baseline,0.0433,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,1ds-Diff-long,xsum:1800,floor_ppl,reference baseline,0.1116,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,1ds-Diff-long,xsum:1800,floor_min,reference baseline,0.0289,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,1ds-Diff-long,xsum:1800,fair_floor,reference baseline,0.0289,0.0,0,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,1ds-Diff-long,xsum:1800,saplma,reference baseline,0.0336,0.0107,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,1ds-Diff-long,xsum:1800,uniform,this project,-0.0204,0.0105,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,1ds-Diff-long,xsum:1800,attention,this project,-0.0366,0.0192,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,1ds-Diff-long,xsum:1800,wmsp_norm,this project,0.0892,0.0119,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,1ds-Diff-long,xsum:1800,wmsp_shrink1_5,this project,0.1147,0.0399,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,1ds-Diff-long,xsum:1800,wmsp_shrink2,this project,0.1248,0.0128,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,1ds-Diff-long,xsum:1800,VERDICT:bestw_vs_fairfloor,verdict,0.0983,,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,1ds-Diff-long,xsum:1800,VERDICT:bestw_vs_bestpooler,verdict,0.1481,,3,,corrected-span master,40,yes
google/gemma-2-9b,med_quad,1ds-Diff-long,xsum:1800,VERDICT:attention_vs_fairfloor,verdict,-0.0676,,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,DiffTask-long,pubmed_qa:360+med_quad:360+expertqa:360+asqa:360+factscore:360,floor_sum,reference baseline,-0.1211,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,DiffTask-long,pubmed_qa:360+med_quad:360+expertqa:360+asqa:360+factscore:360,floor_ppl,reference baseline,0.3171,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,DiffTask-long,pubmed_qa:360+med_quad:360+expertqa:360+asqa:360+factscore:360,floor_min,reference baseline,0.0695,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,DiffTask-long,pubmed_qa:360+med_quad:360+expertqa:360+asqa:360+factscore:360,fair_floor,reference baseline,0.0695,0.0,0,,corrected-span master,40,yes
google/gemma-2-9b,samsum,DiffTask-long,pubmed_qa:360+med_quad:360+expertqa:360+asqa:360+factscore:360,saplma,reference baseline,0.1374,0.1646,3,,corrected-span master,40,yes
